"PLOS"	"Zootaxa"	"BMC"
97353	130779	380428
97353	130780	380819
97353	130954	381021
97353	130961	381115
97353	131000	381200
97354	131016	381300
97354	131114	381482
97409	131206	381504
97439	131245	381872
97444	131300	381872
97455	131300	382058
97455	131368	382090
97479	131570	382092
97509	131671	382689
97509	131687	382699
97518	131721	382741
97537	131742	382746
97556	131813	382768
97582	131915	382815
97592	131981	382818
97598	131983	382830
97656	132039	383011
97670	132043	383140
97687	132094	383210
97709	132279	383358
97753	132285	383639
97763	132376	383719
97832	132492	383834
97846	132653	383902
97881	132704	384026
97925	132739	384032
97938	132758	384151
97962	132887	384234
97962	133012	384306
97962	133062	384596
97976	133063	384718
98038	133082	384790
98039	133168	384791
98083	133185	384799
98122	133229	384917
98122	133309	384987
98196	133380	385323
98217	133391	385483
98317	133400	385488
98362	133448	385548
98414	133454	385665
98416	133485	385870
98450	133591	386053
98597	133633	386327
98616	133667	386496
98787	133698	386535
98796	133745	386726
98837	133819	386876
99049	133827	387000
99081	133877	387025
99082	133963	387032
99092	133973	387043
99129	133989	387337
99129	134038	387810
99144	134101	387849
99172	134107	388041
99184	134135	388157
99276	134231	388178
99351	134272	388205
99356	134296	388219
99358	134332	388264
99393	134333	388351
99403	134351	388368
99404	134354	388483
99404	134383	388527
99404	134447	388666
99405	134484	388868
99405	134594	388886
99406	134707	388922
99406	134714	389059
99406	134721	389441
99590	134748	389529
99596	134754	389671
99650	135044	389799
99697	135052	390002
99719	135068	390065
99749	135128	390359
99827	135175	390573
99970	135296	390596
99996	135415	390713
100086	135447	390716
100122	135501	390782
100122	135562	390873
100155	135570	391002
100192	135595	391116
100193	135598	391193
100193	135748	391309
100193	135792	391449
100193	135921	391478
100194	135965	391502
100194	135967	391557
100194	136079	391710
100194	136179	391727
100194	136206	391876
100354	136247	392020
100394	136361	392222
100405	136409	392255
100424	136492	392273
100440	136495	392324
100494	136531	392375
100556	136547	392433
100574	136586	392518
100610	136648	392539
100648	136711	392808
100843	136839	393051
100931	136904	393119
100938	137189	393130
100943	137247	393141
100971	137254	393177
101032	137283	393199
101032	137351	393202
101032	137367	393212
101032	137440	393225
101032	137449	393277
101032	137486	393332
101032	137521	393391
101032	137558	393523
101032	137637	393540
101033	137787	393590
101033	137810	393698
101033	137831	394081
101033	137877	394111
101033	137968	394143
101034	138068	394355
101034	138078	394420
101034	138086	394516
101034	138097	394670
101034	138309	394740
101035	138415	395033
101186	138485	395118
101186	138515	395163
101190	138574	395443
101308	138577	395493
101312	138651	395595
101342	138782	395667
101362	138790	395708
101414	138811	395756
101518	138878	395763
101648	138923	395795
101688	138971	395852
101688	139041	396046
101693	139060	396184
101746	139069	396245
101756	139076	396368
101760	139082	396400
101952	139115	396430
101957	139115	396566
101960	139165	396671
101969	139166	396851
102068	139170	397146
102101	139209	397557
102101	139236	397720
102101	139237	397798
102103	139352	397824
102109	139360	397884
102109	139373	398058
102131	139374	398077
102178	139393	398085
102181	139414	398101
102204	139483	398310
102276	139493	398322
102325	139570	398330
102384	139611	398556
102384	139658	398746
102388	139699	398974
102409	139724	399006
102427	139754	399250
102484	139939	399313
102537	140026	399341
102587	140110	399423
102631	140133	399451
102652	140192	399464
102674	140258	399490
102685	140306	399517
102755	140321	399559
102770	140406	399699
102780	140448	400131
102812	140449	400216
102818	140463	400230
102825	140467	400285
102833	140620	400472
102841	140651	400551
102871	140702	400611
102883	140752	400638
102918	140798	400811
102918	140886	400909
102925	140947	400997
102936	141137	401023
102951	141151	401335
102978	141181	401346
103081	141295	401380
103090	141312	401398
103123	141362	401423
103137	141470	401554
103172	141498	401619
103197	141569	401620
103201	141597	401747
103250	141655	402076
103250	141767	402142
103395	141793	402171
103414	141915	402172
103448	141942	402187
103478	142021	402245
103513	142070	402257
103537	142116	402483
103600	142220	402560
103606	142305	402657
103752	142358	402743
103783	142424	402751
103803	142558	402913
103888	142640	402924
103911	142659	403000
103936	142734	403089
103954	142905	403179
104012	142981	403234
104098	143137	403792
104121	143282	403871
104139	143299	403974
104163	143312	404045
104248	143414	404281
104363	143462	404416
104543	143481	404471
104546	143521	404502
104665	143532	404578
104665	143635	404742
104809	143660	404934
104829	143743	404994
104856	143945	405005
105003	144000	405031
105055	144093	405092
105063	144198	405295
105067	144358	405405
105178	144433	405634
105178	144495	405672
105253	144523	405701
105352	144613	405778
105368	144659	405815
105400	144680	405833
105409	144727	405919
105451	144728	406079
105455	144731	406338
105483	144787	406380
105483	144791	406489
105509	144792	406649
105550	144951	406671
105602	145079	407116
105753	145081	407130
105849	145083	407142
105870	145181	407230
105922	145418	407296
105983	145451	407403
106179	145513	407443
106180	145530	407452
106292	145668	407620
106309	145686	408100
106369	145698	408148
106430	145858	408460
106430	145872	408553
106431	145902	408741
106450	145933	408777
106568	146045	409030
106678	146132	409106
106692	146236	409124
106693	146266	409278
106704	146284	410028
106726	146349	410146
106726	146358	410254
106726	146397	410326
106727	146496	410459
106727	146563	410506
106728	146626	410632
106768	146660	410740
106854	146680	410768
106859	146710	410992
106909	146737	411074
106921	146838	411328
106986	146913	411518
107100	146940	411612
107205	146950	412068
107236	146963	412163
107237	147111	412421
107295	147123	412768
107462	147204	413052
107490	147278	413059
107496	147296	413129
107496	147446	413191
107598	147454	413387
107950	147634	413482
107966	147683	413492
107973	147693	413613
108067	147724	413937
108082	147933	413952
108088	147999	413956
108184	148031	414134
108187	148047	414299
108299	148097	414308
108368	148155	414502
108409	148236	414523
108419	148459	414808
108498	148468	414994
108512	148545	415059
108530	148642	415219
108584	148652	415236
108587	148727	415329
108627	148756	415358
108659	148779	415616
108901	148904	415664
109104	148934	415697
109188	148963	415923
109201	149003	415990
109286	149230	416061
109298	149233	416062
109383	149261	416093
109468	149275	416095
109474	149343	416101
109505	149512	416163
109518	149547	416164
109537	149559	416332
109537	149566	416629
109539	149629	416635
109598	149735	416690
109621	149837	416701
109638	149950	416864
109784	149951	416898
109905	149971	416983
109924	150069	417079
109936	150101	417224
109936	150136	417423
110011	150348	417507
110159	150351	417986
110226	150497	418167
110324	150505	418204
110368	150616	418235
110504	150621	418507
110525	150628	418513
110558	150641	418589
110650	150719	418654
110656	150756	418908
110732	150806	418917
110736	150824	418931
110775	150958	419013
110808	150960	419079
110829	150981	419136
110829	151018	419457
110907	151037	419575
110911	151056	419624
110926	151202	419640
110933	151461	419736
110982	151468	420284
111025	151542	420309
111073	151545	420407
111102	151576	420437
111103	151722	420452
111106	151750	420902
111152	151931	421240
111234	152024	421348
111315	152125	421358
111324	152134	421440
111371	152176	421545
111476	152181	421904
111559	152196	421961
111585	152235	422267
111591	152273	422367
111594	152287	422526
111628	152295	422628
111660	152316	422681
111673	152350	422881
111676	152491	422926
111731	152500	423043
111764	152595	423352
111790	152645	423491
111790	152708	423541
112080	152724	423786
112080	152735	423973
112111	152836	424215
112117	152900	424220
112138	152915	424344
112141	152918	424384
112148	153018	424442
112154	153167	424463
112181	153348	424559
112181	153360	424603
112188	153362	424777
112188	153394	424835
112198	153565	424853
112304	153593	425460
112478	153747	425467
112489	153833	425757
112678	153898	425782
112678	154144	425828
112693	154170	425831
112719	154208	425938
112772	154218	426022
112826	154280	426070
112885	154286	426109
113009	154395	426116
113016	154404	426396
113019	154454	426744
113078	154570	426968
113095	154578	427020
113149	154597	427164
113222	154663	427336
113273	154707	427496
113277	154720	427659
113343	154724	427661
113429	154750	427789
113543	154811	427806
113622	154863	427902
113625	155048	427954
113626	155079	427955
113700	155206	428028
113754	155268	428076
113761	155280	428182
113761	155327	428224
113772	155392	428328
113809	155485	428566
113809	155532	428882
113819	155537	429221
113819	155542	429563
113886	155552	429732
113934	155633	429930
114037	155663	429972
114074	155770	429973
114132	155828	430030
114201	155934	430310
114313	155974	430368
114326	155996	430597
114339	156048	430625
114492	156072	430647
114544	156147	430826
114561	156153	431169
114608	156154	431203
114715	156173	431213
114730	156227	431527
114739	156258	431916
114775	156320	431940
114776	156328	432015
114836	156383	432136
114861	156408	432442
114893	156433	432790
114900	156467	432821
114915	156494	433200
114929	156518	433333
114943	156550	433338
114943	156562	433480
114980	156573	433491
115043	156610	433536
115122	156640	433562
115122	156647	433565
115125	156665	433771
115171	156680	433809
115205	156797	433854
115217	156802	433872
115217	156827	433895
115258	156871	434021
115266	156897	434276
115334	157105	434342
115340	157139	434357
115519	157203	434415
115522	157281	434606
115545	157339	434661
115595	157372	434736
115598	157404	434811
115654	157453	435214
115660	157481	435327
115671	157539	435363
115905	157740	435648
115910	157882	435729
115938	157931	435757
115992	158142	435902
116005	158148	436083
116029	158273	436334
116039	158391	436429
116056	158477	436474
116126	158508	436480
116152	158697	436540
116197	158697	436578
116199	158715	436604
116199	158776	436737
116206	158804	436984
116241	158836	436993
116252	158852	437025
116300	159016	437090
116335	159053	437344
116484	159145	437500
116484	159196	437621
116506	159279	438121
116558	159324	438262
116704	159367	438284
116728	159415	438643
116774	159464	438753
116791	159530	438815
116854	159680	438998
116866	159726	439098
116971	159792	439121
117033	159813	439176
117062	159952	439792
117067	159967	439858
117147	159981	439863
117147	160041	439905
117220	160085	440082
117220	160105	440207
117293	160182	440341
117349	160261	440675
117381	160288	440892
117474	160295	441050
117570	160371	441074
117586	160419	441090
117609	160449	441205
117629	160460	441537
117663	160593	441691
117666	160636	441783
117723	160665	441799
117723	160705	441909
117732	160783	441986
117889	160793	442048
117912	160815	442250
117960	160920	442278
118087	161158	442290
118138	161175	442434
118187	161181	442450
118237	161184	442476
118251	161192	442546
118312	161257	442588
118364	161309	442896
118520	161437	442940
118532	161529	442946
118585	161550	443457
118614	161597	443526
118637	161598	443738
118762	161621	443792
118880	161637	443838
118917	161651	443976
118917	161670	444119
118934	161690	444260
118965	161742	444503
118967	161772	444521
119014	161779	444539
119061	161794	444578
119102	161837	444592
119191	161872	444786
119204	161895	444910
119253	161918	445003
119288	161982	445033
119288	161997	445188
119301	162032	445211
119352	162040	445312
119431	162153	445525
119432	162168	445572
119432	162197	445640
119432	162244	445665
119432	162296	445944
119433	162329	445947
119433	162371	445980
119433	162436	446008
119433	162560	446091
119433	162586	446144
119433	162608	446172
119433	162747	446298
119434	162752	446303
119436	162780	446356
119456	162943	446484
119538	163080	446515
119650	163100	446863
119683	163127	447025
119740	163239	447049
119792	163253	447061
119878	163273	447303
119878	163310	447406
119960	163373	447570
120033	163416	447712
120045	163552	447790
120107	163823	447913
120139	163830	447944
120186	163944	447992
120222	163964	448011
120311	164090	448063
120317	164158	448339
120329	164205	448438
120388	164272	448607
120402	164646	448650
120457	164703	448656
120457	164720	448709
120509	164740	448872
120534	164764	448886
120534	164767	448896
120579	164807	449126
120713	164884	449343
120715	164888	449565
120715	164909	449896
120816	164913	449939
120827	164916	449988
120851	164931	450032
120911	165017	450187
120945	165029	450303
120959	165050	450344
120961	165145	450390
120964	165280	450500
121013	165337	450556
121087	165465	450832
121266	165523	450859
121279	165591	450951
121285	165604	451023
121316	165613	451221
121357	165810	451357
121369	165888	451411
121369	165909	451491
121394	166052	451657
121439	166060	451736
121569	166330	451738
121577	166560	451761
121582	166562	451822
121648	166636	451988
121668	166697	452035
121669	166718	452065
121682	166749	452091
121689	166880	452184
121716	167027	452292
121724	167091	452799
121742	167143	452800
121962	167156	452975
122071	167212	453043
122195	167219	453193
122227	167260	453208
122402	167283	453415
122418	167331	453624
122419	167402	453739
122546	167472	453808
122614	167534	453838
122619	167607	453935
122652	167610	453937
122749	167628	454036
122904	167682	454185
122930	167692	454367
122982	167714	454620
123025	167850	454655
123100	167863	454709
123127	167945	454927
123192	167955	454954
123224	168166	454978
123271	168180	455045
123271	168182	455314
123271	168192	455359
123289	168320	455454
123308	168395	455598
123320	168488	455653
123415	168795	455691
123438	168887	455731
123460	168934	455982
123533	168973	456096
123539	169010	456153
123569	169113	456202
123581	169236	456251
123613	169329	456291
123673	169366	456325
123673	169371	456391
123673	169449	456427
123697	169450	456535
123760	169465	456842
123848	169693	456951
123898	169763	457062
123933	169767	457108
123945	169775	457244
123959	169836	457328
123979	170031	457412
123984	170081	457505
124053	170085	457794
124109	170317	457809
124122	170456	457833
124123	170552	457913
124147	170627	457935
124147	170635	458041
124297	170674	458354
124297	170705	458551
124336	170717	458628
124344	170816	458896
124347	170835	458947
124423	170889	458973
124508	171007	459004
124560	171033	459218
124578	171104	459383
124604	171281	459444
124605	171328	459533
124616	171345	459603
124616	171350	459850
124621	171409	459858
124687	171423	459944
124747	171495	460345
124831	171566	460505
124831	171586	460721
125000	171639	460832
125026	171691	460888
125029	171694	460991
125071	171769	461238
125099	171771	461283
125119	171789	461463
125173	171822	461512
125182	171862	461645
125231	171863	461676
125351	171910	461786
125359	171917	461864
125403	171943	461940
125447	172155	462010
125495	172171	462082
125545	172188	462318
125596	172230	462427
125695	172300	462445
125705	172310	462737
125717	172471	462873
125760	172479	463053
125815	172519	463263
125837	172532	463319
125950	172616	463370
125951	172716	463532
126041	172733	463794
126119	172763	463840
126123	172788	463859
126123	172796	464159
126136	172838	464352
126153	172936	464461
126154	173169	464612
126239	173300	464619
126336	173336	464669
126345	173349	465082
126379	173392	465440
126383	173465	465590
126399	173487	465678
126434	173494	465782
126490	173508	465853
